Date	Serial	Power	Repetition rate	Wavelength	PER	Threshold
2020-11-05 14:36:49.520	K0028763	3.45	78.15466757	1065.72	27.9	76.5
2020-11-06 07:13:40.730	K0028770	3.79	77.96118298	1065.71	23.01	77
2020-11-06 09:16:22.713	K0028766	3.98	78.00344581	1065.58	23.58	73.1
2020-11-06 09:59:50.163	K0028769	3.91	78.21500098	1065.6	21.67	74.1
2020-11-06 11:01:27.650	K0028768	4.05	78.0669966	1065.58	26.23	88
2020-11-06 12:55:06.987	K0028767	3.77	78.0612261	1065.66	28.58	77.2
2020-11-09 14:25:21.513	K0028755	3.92	78.05740411	1065.99	24.86	84.2
2020-11-09 15:26:54.400	K0028753	3.78	78.11046986	1065.52	30.78	79.8
2020-11-09 15:52:25.973	K0028751	4.14	78.10483408	1065.68	25.96	106.1
2020-11-10 08:46:21.920	K0028752	4	78.80585407	1065.74	24.5	76
2020-11-10 10:10:08.140	K0028757	3.53	78.02569736	1065.62	31.51	70.5
2020-11-10 10:53:29.697	K0028759	3.25	78.06774547	1065.76	30.68	69.2
2020-11-10 11:28:21.213	K0028760	3.86	78.10178038	1065.64	27.94	76.4
2020-11-10 11:59:54.290	K0028758	4.02	78.08872737	1065.69	31.61	76.1
2020-11-13 09:31:16.807	K0028776	3.88	78.09445398	1065.66	31.21	76.6
2020-11-13 10:57:07.870	K0028775	4.12	77.99836272	1065.63	33.09	98.2
2020-11-13 11:34:43.740	K0028779	4.05	78.15027322	1065.73	24.23	74.9
2020-11-13 12:08:39.150	K0028780	4.11	78.05702542	1065.67	30.78	75.1
2020-11-13 13:14:38.370	K0028773	3.89	78.12535209	1065.76	25.71	77
2020-11-14 06:33:22.477	K0028778	3.92	78.08023507	1065.62	30.03	74.8
2020-11-14 06:48:46.817	K0028771	3.86	78.03755146	1065.74	27.09	92.2
2020-11-16 06:44:34.683	K0028772	3.68	78.07110664	1065.67	19.66	89.2
2020-11-16 07:03:01.647	K0028774	3.95	77.87614933	1065.57	27.57	77.5
2020-11-18 09:03:39.393	K0028785	4	78.0165851	1065.7	28.39	76.7
2020-11-18 09:53:06.020	K0028784	3.82	78.11733511	1065.7	30.61	70.8
2020-11-18 12:17:33.303	K0028783	3.95	78.23963196	1065.68	28.32	81.1
2020-11-18 12:54:19.847	K0028781	4.05	78.33119581	1065.95	21.3	74.5
2020-11-18 13:41:43.657	K0028782	3.77	77.86512623	1065.62	19.52	88.8
2020-11-19 09:45:02.757	K0028793	3.91	78.00719132	1065.73	23.7	75.7
2020-11-19 10:51:44.533	K0028792	3.71	78.0998267	1065.7	26.89	72.7
2020-11-19 13:23:33.677	K0028791	4.09	77.95415151	1065.72	23.38	80.3
2020-11-20 07:04:50.840	K0028794	3.53	78.28282325	1065.79	26.44	83.4
2020-11-20 07:42:10.607	K0028795	4.05	78.25831993	1065.69	30.3	75.7
2020-11-20 09:12:42.640	K0028800	3.83	78.03640956	1065.73	27.9	78.4
2020-11-20 10:29:25.843	K0028798	3.97	77.94399013	1065.63	29.48	76.2
2020-11-20 11:48:04.937	K0028799	3.794	77.93176811	1065.76	24.81	79
2020-11-20 12:18:26.883	K0028797	3.73	78.06849826	1068.86	24.49	80.5
2020-11-20 13:18:24.400	K0028796	4	78.15378603	1065.67	28.37	74.9
2020-11-26 08:58:57.370	K0031260	3.86	77.80911545	1065.68	31.61	86.7
2020-11-26 09:59:42.933	K0028787	3.95	78.17711164	1065.75	24.62	80.4
2020-11-26 10:50:24.263	K0031281	3.86	78.06036834	1065.55	32.78	67.9
2020-11-26 12:37:37.023	K0028786	4.08	78.18862815	1065.65	29.99	76.5
2020-11-26 13:43:14.120	K0028804	4.07	78.00062147	1065.7	27.53	91.3
2020-11-27 06:38:51.357	K0028802	3.52	78.13172186	1065.63	30.17	77.1
2020-11-27 08:23:36.723	K0028801	3.75	78.10478819	1065.84	31.56	73.6
2020-12-03 09:17:39.097	K0028807	3.74	78.12911388	1065.67	25.77	86.9
2020-12-03 11:08:14.870	K0028810	3.84	78.08748778	1065.76	29.63	89.6
2020-12-04 07:48:12.663	K0028809	4.88	78.10336406	1065.63	25.88	74.7
2020-12-04 09:44:05.057	K0028808	4.18	78.12367213	1065.62	0	75.5
2020-12-04 10:37:51.003	K0028806	3.808	78.10174776	1065.68	35.04	76.3
2020-12-04 12:28:50.330	K0028813	4.22	78.09791644	1065.61	33.04	105
2020-12-06 09:23:28.650	K0028814	0.335	78.19682227	1065.58	32.26	81.1
2020-12-06 10:04:04.643	K0028812	3.92	78.08306846	1065.6	25.58	83.6
2020-12-06 10:33:50.547	K0028811	0.23146	78.09317723	1065.61	24.3	82.3
2020-12-06 10:58:41.340	K0028818	3.81	78.05243608	1065.68	30.75	83.7
2020-12-06 11:24:24.077	K0028817	3.66	78.06153925	1065.86	23.41	82
2020-12-06 11:59:26.570	K0028820	3.78	78.0602952	1065.98	30.72	87.5
2020-12-06 13:34:21.593	K0028819	4.02	78.06470203	1065.81	29.55	80.4
2020-12-06 13:45:54.340	K0028816	3.97	78.05022679	1065.73	0	79.5
2020-12-07 12:36:19.700	K0028821	4.02	77.98255816	1065.74	22.62	73.8
2020-12-07 14:13:39.893	K0028823	5.29	78.0596579	1065.72	0	108
2020-12-07 14:24:42.610	K0028825	4.17	78.14138911	1065.63	33.73	87.8
2020-12-07 14:55:36.580	K0028805	3.75	78.08122767	1065.68	27.07	74
2020-12-08 11:10:01.023	K0028822	4.1	78.15595915	1065.63	25.28	89
2020-12-08 11:26:50.083	K0028824	4.05	78.07715045	1065.6	31.53	85.9
2020-12-10 10:16:20.560	K0033435	3.65	77.88481113	1065.6	15.67	74.1
2020-12-10 10:57:56.880	K0033436	4.07	77.95195537	1065.64	19.71	77.9
2020-12-10 13:01:21.707	K0033434	4.09	77.94721161	1065.62	24.89	80.9
2020-12-10 13:44:28.310	K0033433	4.21	78.23990677	1065.67	26.26	81.6
2020-12-10 15:56:36.990	K0033437	4.134	78.04984512	1065.75	23.68	79
2020-12-11 09:00:48.500	K0033439	3.8	78.08902751	1065.81	20.8	71.4
2020-12-11 11:33:53.797	K0033442	4.12	78.18180194	1065.83	24.36	76.7
2020-12-11 13:27:12.150	K0033440	4.17	78.22228304	1065.76	26.02	77.9
2020-12-12 10:21:08.213	K0033445	3.95	78.11848549	1065.57	30.22	83.2
2020-12-12 10:56:15.663	K0033443	3.98	78.08595998	1065.81	25.71	81.6
2020-12-12 11:26:12.207	K0033447	3.96	78.18310554	1065.8	24.12	77.1
2020-12-12 11:53:14.000	K0033446	3.84	78.08260897	1065.75	26.38	68.7
2020-12-12 13:03:20.740	K0033444	3.93	78.07433875	1065.75	27.17	107.9
2020-12-14 13:26:50.043	K0033441	3.62	78.06066432	1065.58	26	72.9
2020-12-15 08:30:58.780	K0033452	3.76	78.06402105	1065.97	28.83	74.3
2020-12-15 09:03:58.963	K0033449	3.84	78.04682596	1065.74	25.49	77
2020-12-15 09:33:26.090	K0033448	3.81	78.0936581	1065.76	23.84	72.6
2020-12-15 10:14:38.423	K0033451	3.84	78.08965297	1065.74	28.48	77.1
2020-12-15 11:23:56.257	K0033453	3.89	78.2010028	1065.67	33.03	69.9
2020-12-15 11:51:49.100	K0033455	3.79	78.15402849	1065.7	34.1	78
2020-12-15 12:05:17.593	K0033450	3.86	78.08353912	1065.65	31.23	73.3
2020-12-15 13:41:46.817	K0033454	3.96	78.18975874	1065.79	23.74	74.6
2020-12-15 14:22:10.377	K0033457	4.24	78.08694947	1065.8	30.02	76.7
2020-12-16 06:52:54.857	K0033456	4.03	78.22260647	1065.91	28.2	75.3
2020-12-16 09:20:49.620	K0033989	4.03	77.98290283	1066.61	29.06	76.7
2020-12-16 10:25:20.280	K0033986	3.67	78.10914625	1065.68	30.03	73.3
2020-12-16 11:50:18.117	K0033987	3.71	78.21961866	1065.57	31.05	78.2
2020-12-16 12:27:25.300	K0033990	3.77	77.59329123	1065.77	29.46	73.1
2020-12-17 08:25:58.987	K0033988	0.02332	78.19922521	1065.59	25.88	74.9
2021-01-06 14:08:00.350	K0034683	3.84	78.12853611	1065.67	24.82	78
2021-01-07 08:35:29.893	K0034687	3.82	78.07777731	1065.78	29.83	68.2
2021-01-07 10:14:08.140	K0034689	3.58	78.18307451	1065.74	31.11	77.9
2021-01-07 13:15:38.117	K0034686	3.89	78.22466119	1065.67	30.29	74.1
2021-01-08 09:45:43.103	K0034690	4.3	78.13844544	1065.66	30.82	91.4
2021-01-08 10:49:02.967	K0034688	5.062	78.11750616	1065.55	29.68	86.6
2021-01-08 11:42:42.297	K0034682	4.24	78.12414592	1065.7	26.97	90.7
2021-01-08 12:46:46.403	K0034685	4.1	78.08146101	1065.73	28.94	77.9
2021-01-08 13:30:09.797	K0034684	4.06	78.10924047	1065.79	33.73	77
2021-01-12 14:33:20.463	K0034681	3.81	78.08943552	1065.72	33.47	83
2021-01-21 09:14:08.073	K0034692	3.92	78.10414712	1065.7	25.07	76.9
2021-01-21 10:09:55.630	K0034693	3.81	78.11674742	1065.71	30.08	79.9
2021-01-21 11:30:55.290	K0034691	4.11	78.13153811	1065.6	30.14	70.9
2021-01-21 13:49:07.070	K0034703	4.05	78.11619823	1065.68	29.6	77.9
2021-01-22 09:08:23.740	K0034702	4.038	78.12996186	1065.67	28.72	75.2
2021-01-22 10:15:16.237	K0034696	4.03	78.11166825	1066.05	32.73	77.8
2021-01-22 10:59:44.247	K0034697	3.89	78.05949038	1065.88	26.44	67.3
2021-01-22 11:54:33.637	K0034698	4.37	78.12698891	1065.4	30.11	81.5
2021-01-22 13:18:01.330	K0034704	4.09	78.15407961	1065.46	25.29	71.3
2021-01-22 14:23:08.950	K0034701	4.09	78.09531607	1065.45	26.33	70.4
2021-01-25 07:02:23.960	K0034694	3.76	78.1000458	1065.67	27.5	83.9
2021-01-27 07:04:01.680	K0036601	3.61	78.21209701	1066.02	28.38	71
2021-01-27 07:33:17.160	K0036603	3.68	78.17202107	1065.82	30.58	71.8
2021-01-27 09:12:32.207	K0036604	3.87	78.10389617	1066.06	27.51	75.6
2021-01-27 10:05:50.060	K0036602	3.84	78.03438043	1066.03	27.31	75.5
2021-02-01 09:37:40.887	K0036655	4.25	77.78220471	1065.66	28.41	81.2
2021-02-01 10:25:00.140	K0036656	3.83	77.94620733	1065.79	27.14	72.5
2021-02-01 11:53:09.917	K0036653	3.92	77.8046615	1065.53	28.26	75.4
2021-02-01 12:53:23.997	K0036654	3.74	77.83922115	1065.87	28.43	71.8
2021-02-03 09:52:16.823	K0036610	3.53	78.00132078	1065.76	22.69	75.6
2021-02-03 10:46:21.033	K0036607	3.646	78.11336158	1065.79	25.67	75.2
2021-02-03 10:53:08.760	K0036609	0.0145	77.73264078	1065.66	23.93	75.2
2021-02-03 13:45:36.247	K0036608	3.41	77.93189714	1065.89	24.76	74.8
2021-02-04 07:46:28.847	K0036660	3.54	78.05319608	1065.74	23.89	76.9
2021-02-04 13:05:11.283	K0036659	3.75	78.14534363	1065.81	31.83	68.7
2021-02-04 14:08:26.930	K0036657	3.99	78.08042368	1065.38	27.79	83.8
2021-02-09 14:53:46.670	K0036661	3.6	78.06345559	1065.62	31.64	64.8
2021-02-09 15:25:23.813	K0036662	3.274	78.0326918	1065.78	28.83	65.6
2021-02-10 07:20:20.487	K0036663	3.73	78.07518866	1065.67	28.25	73.4
2021-02-10 07:51:15.043	K0036664	3.7	78.06983336	1065.77	28.55	67.2
2021-02-11 11:25:55.807	K0036672	3.39	78.10761948	1065.83	25.87	79.6
2021-02-11 12:37:56.683	K0036667	3.28	78.05254981	1065.59	29.02	66.1
2021-02-11 13:16:41.777	K0036665	3.93	78.09629715	1065.73	26.37	71.2
2021-02-11 14:20:21.077	K0036669	3.77	78.1327247	1065.64	30.85	64.1
2021-02-11 14:45:48.390	K0036668	3.67	78.37283217	1065.7	27.53	103.1
2021-02-12 13:46:44.960	K0036671	4.22	77.88449673	1065.58	28.09	68.6
2021-02-12 14:14:16.920	K0036670	3.65	78.08615425	1065.79	26.16	67.3
2021-02-12 14:51:01.597	K0036666	3.1	78.16493767	1065.82	29.07	76.4
2021-02-23 10:11:05.017	K0037683	4	78.1191629	1065.96	23.42	72.8
2021-02-23 14:05:26.920	K0037686	3.55	78.04710161	1065.68	25.36	72.1
2021-02-24 12:04:06.510	K0037687	3.3	77.88934719	1065.69	27.45	76.3
2021-02-24 13:30:40.150	K0037689	3.85	78.04530261	1065.63	33.5	74.9
2021-02-24 14:11:08.603	K0037688	4	78.08524122	1065.45	20.6	73.8
2021-02-24 14:31:27.953	K0037690	3.96	78.11967961	1065.74	25.19	72.3
2021-02-25 07:12:46.767	K0038630	3.6	78.07580029	1065.62	29.7	68.8
2021-02-25 07:29:53.817	K0038627	3.35	77.87016127	1065.67	31.75	72.1
2021-02-25 09:50:10.030	K0038641	0.0071	78.11944631	1065.75	25.62	77.3
2021-02-25 10:11:17.090	K0038629	3.32	77.94880062	1065.73	26.81	65.7
2021-02-25 11:50:20.753	K0038644	3.8	77.96720505	1065.67	24.78	79.1
2021-02-25 12:10:32.830	K0038643	3.91	77.62007436	1065.67	28.08	73.3
2021-02-25 13:08:06.270	K0038646	3.75	77.92777485	1065.55	29.77	66.8
2021-02-25 14:30:45.307	K0038645	3.676	78.05317179	1065.59	29.56	69.2
2021-03-08 12:34:30.183	K0038640	3.94	78.06283374	1065.65	24.39	65.8
2021-03-08 13:51:26.063	K0038632	3.67	78.03241094	1065.92	34.42	61.7
2021-03-08 14:24:14.640	K0038639	3.65	78.06132272	1065.68	31	66.3
2021-03-08 14:54:05.303	K0038642	3.74	78.05650787	1065.68	32.87	63.1
2021-03-09 11:49:57.823	K0036658	3.782	77.94663031	1065.34	25.82	73
2021-03-12 07:36:54.930	K0038647	3.42	78.36605907	1065.58	26.36	66
2021-03-12 08:39:22.880	K0038649	3.67	77.68693188	1065.44	30.01	65.1
2021-03-12 10:06:58.237	K0038648	3.91	78.10607701	1065.94	26.94	66.2
2021-03-12 10:30:45.480	K0038650	3.29	78.01685385	1065.62	28.87	59.8
2021-03-16 09:17:09.587	K0038658	3.5	78.01625794	1065.66	27.03	68.3
2021-03-16 10:02:34.713	K0038655	3.6	77.81086444	1065.72	28.52	66.8
2021-03-16 11:50:46.977	K0038653	3.42	77.80812942	1065.84	31.78	68.5
2021-03-17 09:49:34.753	K0038651	3.3	77.85290412	1065.52	30.34	69.5
2021-03-17 10:39:58.670	K0038657	3.4	78.36575076	1065.68	27.87	64.5
2021-03-17 12:29:44.373	K0038656	3.12	151.4119821	1065.78	26.22	64.2
2021-03-18 07:23:45.227	K0038659	3.3	78.09139068	1065.52	24.74	60.5
2021-03-18 12:52:55.387	K0038660	3.71	78.01673224	1065.55	26.56	65.4
2021-03-18 13:52:33.257	K0038661	3.57	78.01764306	1065.65	28.07	64.7
2021-03-18 14:22:40.843	K0038665	3.42	78.15251276	1065.69	7.23	64.9
2021-03-19 09:06:12.560	K0038666	3.5	78.0536555	1065.7	30.53	62.2
2021-03-22 10:01:12.333	K0038668	3.27	77.9237841	1065.72	21.56	64.1
2021-03-22 10:11:12.320	K0038669	3.36	77.92453087	1065.64	25.26	84.6
2021-03-22 12:54:36.963	K0038667	3.27	77.83433021	1065.77	30.09	93.1
2021-03-24 14:52:16.370	K0040226	3.17	78.17868291	1065.65	31.32	64.1
2021-03-25 07:26:13.337	K0040227	3.34	78.21944363	1065.64	26.02	67.1
2021-03-25 09:22:02.477	K0040228	3.18	78.09212672	1065.89	28.86	70.6
2021-03-25 12:56:52.310	K0038673	3.6	78.07385291	1066.32	32.28	64.6
2021-03-25 13:55:58.807	K0038672	3.16	78.14673887	1065.56	30.54	74.2
2021-03-26 09:31:09.483	K0038671	2.63	78.00782542	1065.6	28.78	71.2
2021-04-07 14:00:30.843	K0038676	3.35	77.97510868	1065.65	27.51	64.6
2021-04-08 07:19:54.187	K0040232	3.45	78.07616315	1065.62	34.13	65.5
2021-04-08 08:23:44.400	K0040233	3.588	78.01819542	1065.67	29.34	66.9
2021-04-08 08:51:40.187	K0040230	4.07	78.13897686	1065.8	28.8	72.1
2021-04-08 10:05:16.403	K0040231	3.29	78.20537943	1065.71	34.27	66.2
2021-04-08 10:35:57.717	K0038678	3.03	78.01031292	1065.64	24.64	63.6
2021-04-08 12:04:15.147	K0038677	3.99	77.91970919	1065.69	27.75	81.6
2021-04-08 13:02:08.060	K0038675	4.05	77.87505326	1065.75	31.25	74.3
2021-04-15 10:38:45.533	K0041781	3.75	78.11083677	1065.66	28.17	65.1
2021-04-15 11:57:50.330	K0041780	3.42	78.0288766	1065.8	27.27	73.8
2021-04-15 12:42:54.440	K0041778	3.33	78.0001051	1065.76	32.85	65.4
2021-04-15 13:29:02.220	K0040236	3.57	78.01317992	1065.64	29.82	66
2021-04-15 14:14:36.140	K0040235	3.52	78.14985603	1065.64	23.54	65.6
2021-04-16 09:16:20.233	K0041782	3.14	77.96940503	1065.6	30.17	60
2021-04-19 12:00:31.513	K0041779	3.62	78.09477295	1065.6	30.07	69.7
2021-04-19 13:49:51.540	K0040234	3.73	77.74666739	1065.66	26.45	78.6
2021-04-20 07:23:33.983	K0040237	3.4	77.99295631	1065.83	26.18	66.7
2021-04-20 09:38:38.070	K0041785	3.41	77.9949861	1065.82	21.9	62.6
2021-04-20 12:02:51.783	K0041784	3.41	78.14082728	1065.66	19.35	62.8
2021-04-20 13:47:11.770	K0041783	3.56	78.08840312	1065.77	30.04	63.7
2021-04-21 08:23:10.253	K0041788	3.14	78.03491877	1065.79	22.68	68.2
2021-04-21 10:00:48.007	K0041786	3.58	78.29337796	1065.61	26.54	66
2021-04-21 12:08:20.243	K0041789	3.42	77.94793146	1065.78	23.08	81.7
2021-04-21 14:33:46.043	K0041787	3.38	78.05628416	1065.69	29.75	61
2021-04-22 08:36:42.290	K0041791	3.322	77.95013416	1065.93	26.08	68
2021-04-22 10:08:46.380	K0041792	3.35	78.20511624	1065.58	30.87	65.8
2021-04-23 08:58:02.377	K0041790	3.58	78.23094238	1065.51	27.73	67.3
2021-04-26 10:32:24.827	K0041796	3.59	77.94292348	1065.58	26.78	61.7
2021-04-26 12:09:10.673	K0041797	2.91	78.02414532	1065.61	29.47	65.8
2021-04-26 13:05:56.057	K0041794	3.39	78.07236326	1065.65	27.54	59.8
2021-04-26 14:22:37.050	K0043520	3.25	77.98169693	1065.51	34.62	63.4
2021-04-27 10:00:36.937	K0043519	3.136	77.99638312	1065.72	23.46	68.1
2021-04-27 10:11:39.590	K0043518	3.64	77.99683588	1065.67	23.27	68.6
2021-04-27 12:29:35.803	K0043517	3.36	77.97409661	1065.66	30.37	64.4
2021-05-03 12:49:08.197	K0044864	3.57	77.99230597	1065.6	28.09	69.6
2021-05-04 09:19:59.037	K0044882	3.32	78.08581325	1065.7	26.55	62.6
2021-05-04 09:26:41.100	K0044884	3.81	78.07743999	1065.73	27.78	74.7
2021-05-04 13:06:27.113	K0043521	3.8	77.93865629	1065.66	33.65	75.2
2021-05-04 13:48:00.097	K0043523	3.61	77.86962375	1065.74	25.34	66.6
2021-05-04 14:31:47.403	K0044868	3.37	78.11982545	1065.84	21.82	70.6
2021-05-05 09:13:41.383	K0043524	3.7	78.01937374	1065.72	27.95	63.6
2021-05-05 10:18:33.923	K0043529	3.47	77.94903465	1065.72	27.13	74.2
2021-05-06 09:36:06.193	K0043531	3.67	78.09285756	1065.6	23.11	69.5
2021-05-06 10:48:32.690	K0043530	3.45	77.93266724	1065.84	27.62	68.7
2021-05-06 13:43:43.927	K0043526	3.43	155.4856093	1065.7	22.49	66.3
2021-05-06 14:06:15.467	K0043528	3.51	77.95522989	1065.7	25.68	69.5
2021-05-06 14:23:26.327	K0043527	3	78.05030891	1065.63	27.1	91.4
2021-05-17 14:57:53.390	K0045075	3.01	78.02929744	1065.6	27.12	68.3
2021-05-18 10:50:17.957	K0045076	3.65	77.96695963	1065.54	29.81	82.2
2021-05-18 12:59:01.700	K0045074	2.61	78.06213383	1065.61	25.19	68.7
2021-05-19 08:46:27.040	K0045073	3.01	78.09054132	1065.99	25.47	68
2021-05-19 10:18:39.683	K0045078	2.91	78.11719156	1065.82	27.54	74
2021-05-19 12:08:21.777	K0045077	3.07	78.0739994	1065.59	28.98	68.8
2021-05-19 13:49:11.410	K0045079	2.96	78.03453662	1065.68	0	66.7
2021-05-20 07:25:18.453	K0045415	2.86	78.00496999	1065.83	30.89	63.8
2021-05-20 09:00:50.683	K0045080	2.2298	78.01163512	1065.74	30.45	66.4
2021-05-21 07:31:04.593	K0045414	3	77.9835345	1065.63	27.91	62
2021-05-21 09:35:15.400	K0045418	2.47	78.10975523	1065.95	27.36	68.1
2021-05-21 12:22:04.170	K0045420	0.0043	78.09811097	1065.84	27.09	71.1
2021-05-25 10:41:02.030	K0045445	2.72	78.10252038	1065.66	26.73	67.4
2021-05-25 12:56:51.317	K0045444	2.824	78.12176949	1065.68	29.98	64.3
2021-05-25 13:43:14.337	K0045442	2.58	77.95598054	1065.67	26.69	67.6
2021-05-27 12:08:40.543	K0045446	3.09	78.06136361	1065.69	23.71	75.2
2021-05-27 13:46:20.270	K0045449	3	78.10134582	1065.71	25.75	75.5
2021-05-27 14:35:57.933	K0045448	2.78	78.07309308	1065.68	29.99	61
2021-05-27 15:04:43.857	K0045447	3.35	78.09283409	1065.53	25.37	68.3
2021-05-28 08:27:44.570	K0045451	2.71	78.06845347	1065.58	29.5	65.1
2021-05-28 09:30:09.420	K0045453	2.56	78.04525163	1065.46	26.3	59.7
2021-05-28 12:12:53.670	K0045450	2.9	78.00020912	1065.47	27.4	69.9
2021-05-28 12:25:57.490	K0045452	2.93	78.05520846	1065.61	24.21	65.6
2021-05-31 12:42:30.050	K0045443	2.86	78.11211529	1065.75	23.26	74.2
2021-06-07 08:43:46.507	K0045454	2.95	78.2008842	1065.67	31.01	65.7
2021-06-07 09:43:08.607	K0045456	2.5398	78.17388125	1065.64	25.82	62.3
2021-06-07 10:36:45.327	K0045457	2.64	78.14529058	1065.58	23.04	66.5
2021-06-07 12:09:52.603	K0045455	2.55	78.08752019	1065.56	25.18	65.3
2021-06-08 08:39:57.683	K0045459	2.82	78.09213129	1065.64	29.08	63.4
2021-06-08 10:16:06.997	K0045460	0.0104	78.04120769	1065.71	31.57	68
2021-06-09 07:22:27.223	K0045458	2.86	78.14242995	1065.73	23.04	62.1
2021-06-16 06:55:05.017	K0048046	3.17	78.09357975	1065.56	26.77	66.6
2021-06-16 08:22:41.490	K0048044	2.94	78.07805071	1065.56	23.44	62.3
2021-06-16 09:36:43.393	K0048045	2.95	78.10007955	1065.71	31.3	65.2
2021-06-16 10:27:57.210	K0048047	3.15	78.09984308	1065.65	26.23	68.6
2021-06-16 12:33:09.480	K0048043	2.93	78.09212345	1065.59	28.99	64.9
2021-06-18 09:33:27.490	K0048042	2.97	78.12521977	1065.72	22.83	65
2021-06-18 10:10:21.490	K0048020	2.594	78.10999777	1065.66	22.12	60.7
2021-06-18 10:53:32.070	K0048041	3.08	78.1549565	1065.75	23.71	71.5
2021-06-18 11:29:27.887	K0048050	2.85	78.09979444	1065.72	27.96	67.9
2021-06-18 12:46:41.200	K0048048	2.99	78.09417378	1065.79	30.66	68.3
2021-06-21 08:29:30.680	K0048049	2.95	78.13765929	1065.87	23.23	66.3
2021-06-21 09:32:00.087	K0048051	3.02	78.09665373	1065.68	26.08	65.3
2021-06-21 11:20:43.130	K0048052	3.07	78.05993416	1065.71	22.47	70.3
2021-06-21 12:43:58.090	K0048053	3.08	78.11457405	1066.03	25.57	61.2
2021-06-21 13:11:51.670	K0048054	2.67	78.0704385	1065.57	32.05	65.3
2021-08-25 11:07:53.747	K0049351	2.76	78.18812619	1065.59	30.28	64.6
2021-08-25 11:50:54.590	K0049352	2.98	78.0719869	1065.66	28.86	72.3
2021-08-25 13:17:01.163	K0049353	2.88	78.0169991	1065.68	29.36	66.3
2021-08-26 11:19:42.623	K0049356	2.72	78.09430055	1065.65	26.59	65.1
2021-08-26 11:34:30.473	K0049355	2.72	78.25533346	1065.69	28.7	63.8
2021-08-26 13:01:20.483	K0049357	3.14	78.35392522	1065.56	24.62	73.9
2021-08-30 09:38:42.290	K0049361	2.62	78.15244146	1065.77	31.91	94.6
2021-08-30 11:49:25.567	K0049360	2.58	78.09690428	1065.71	22.87	89.9
2021-08-31 11:22:27.420	K0049362	2.3152	78.10571853	1065.5	28.47	98.7
2021-09-01 06:49:23.923	K0049358	2.412	78.07644162	1065.49	22.94	63.8
2021-09-01 07:43:38.370	K0049347	1.7388	78.0473145	1065.89	30.33	94.4
2021-09-01 14:30:03.973	K0049350	2.76	78.09332298	1065.91	30.85	97.4
2021-09-02 08:30:49.403	K0049348	2.93	78.24270006	1065.87	24.79	65
2021-09-02 11:21:44.827	K0049364	3.26	77.92413582	1065.69	31.63	75.3
2021-09-02 11:56:58.113	K0049363	2.88	77.93685004	1065.49	27.21	74.9
2021-09-02 13:23:19.030	K0049365	3.03	78.00400292	1065.94	30.34	83.7
2021-09-03 09:59:52.857	K0049366	2.6	77.79423648	1065.75	32.97	69
2021-09-08 11:50:00.287	K0049369	2.88	77.95067689	1065.56	24.6	76.5
2021-09-09 14:02:23.040	K0053495	-0.00136	78.01343814	1065.84	21.51	88.3
2021-09-21 11:59:34.243	K0049374	3.07	78.33321846	1065.62	0	92
2021-09-21 12:12:52.567	K0049371	2.4752	78.43868185	1065.61	29.52	98
2021-09-21 12:33:41.380	K0049373	0.01834	77.97027885	1065.46	29.12	90.2
2021-09-21 14:24:32.207	K0049372	3.02	78.00335584	1065.58	24.72	90.3
2021-09-21 15:15:10.880	K0049368	2.474	78.1996854	1065.4	29.11	87.7
2021-09-22 07:48:50.430	K0049370	2.92	78.17282128	1065.83	29.29	94.6
2021-09-22 09:20:55.510	K0049367	2.68	78.2798147	1065.57	29.26	97
2021-09-22 15:34:20.980	K0049349	2.82	77.97735851	1065.48	29.01	68.8
2021-09-24 12:31:58.033	K0053826	2.406	77.99565284	1065.77	28.1	92.9
2021-09-29 10:58:44.720	K0049377	2.4302	78.01135947	1065.65	33.43	98.1
2021-09-29 14:33:21.873	K0049375	2.4722	77.88706261	1065.56	23.11	85.3
2021-09-30 08:18:17.390	K0049378	2.67	77.85354281	1065.68	21.56	87.3
2021-09-30 08:43:40.283	K0049376	2.398	77.98667352	1065.49	30.63	87.5
2021-10-06 11:50:26.723	K0043522	2.288	78.02408873	1065.61	37.17	65.4
2021-10-14 12:37:41.003	K0049381	2.748	78.02643155	1065.59	34.07	79.7
2021-10-14 13:29:36.127	K0049380	2.76	78.03327451	1065.7	16.87	83.4
2021-10-15 07:57:08.970	K0049382	2.59	78.06787463	1065.95	25.18	75.5
2021-10-15 09:03:11.263	K0049379	2.2804	77.96440024	1065.56	20.37	84.8
2021-10-15 12:46:36.687	K0052686	2.7	78.1334034	1065.68	21.49	81.8
2021-10-18 10:32:20.227	K0052684	2.5364	78.13718201	1065.74	33.95	83.3
2021-10-18 13:16:38.103	K0052685	2.5244	77.96195644	1065.68	32.3	76
2021-10-19 07:03:10.787	K0052683	2.88	78.13947941	1065.64	26.73	83.5
2021-10-19 09:57:00.603	K0055504	2.9	78.04572567	1065.55	31.16	79.3
2021-10-26 09:38:39.660	K0052693	2.4762	78.09699766	1065.62	21.35	89.9
2021-10-26 09:57:50.807	K0052689	3.13	78.26233085	1065.64	26.07	99.8
2021-10-26 10:26:56.090	K0052691	2.56	77.88855055	1065.59	23.25	79.9
2021-10-26 11:45:26.700	K0052698	2.4704	78.13525132	1065.55	30.91	78.4
2021-10-26 12:42:21.387	K0052694	0.00302	78.08567658	1065.59	26.86	77.4
2021-10-27 10:49:41.197	K0052690	3.06	78.04278017	1065.69	32.84	81.9
