Date	Serial	Power	Repetition rate	Wavelength	PER	Threshold
2021-10-28 07:31:52.980	K0052687	2.77	77.90376205	1065.64	29.58	76.8
2021-10-29 09:53:38.173	K0052692	2.291	77.82876553	1065.84	32.01	89.4
2021-10-30 15:13:59.663	K0052695	2.55	78.160572	1065.49	30.07	66.3
2021-11-01 10:20:14.170	K0052696	2.65	78.04392883	1065.69	31.5	82
2021-11-01 12:39:32.540	K0049384	2.7	77.91554515	1065.65	34.49	78.4
2021-11-01 13:54:56.963	K0049386	2.73	78.15604953	1065.76	32.67	69.5
2021-11-02 09:36:09.077	K0049383	2.4472	77.96428346	1065.59	18.73	83.6
2021-11-02 12:40:09.343	K0049385	2.63	78.0484381	1065.73	27.06	68.2
2021-11-02 14:41:54.287	K0052699	2.74	77.99953513	1065.65	28.51	84.5
2021-11-02 15:33:37.437	K0052701	2.57	78.02442001	1065.93	28.89	76.5
2021-11-02 16:18:08.837	K0052700	3.13	78.02655316	1065.74	22.58	79
2021-11-03 08:34:07.140	K0052702	2.95	78.00323499	1065.63	26.46	75.3
2021-11-03 09:39:20.963	K0052741	2.533	77.95082746	1065.87	20.46	73.8
2021-11-03 10:09:15.663	K0052739	2.5388	78.12150303	1065.85	24.22	80.4
2021-11-03 12:20:31.487	K0052740	2.6	78.01525266	1065.86	33.82	71.7
2021-11-03 15:14:11.573	K0052704	2.6	77.95345003	1065.87	31.72	74.3
2021-11-04 07:11:48.563	K0052742	2.76	78.0502425	1065.98	24.07	73.4
2021-11-04 09:13:20.653	K0052705	2.6	78.00307779	1065.9	33.94	94.2
2021-11-04 09:45:45.973	K0052703	2.71	78.07491221	1065.88	25.8	70
2021-11-04 11:46:35.487	K0052706	2.91	78.0606726	1065.93	25.67	82.8
2021-11-08 07:29:02.550	K0052708	2.75	78.02594824	1065.79	25.33	73.2
2021-11-08 08:46:09.533	K0052710	2.8	78.03418626	1065.9	24.67	88.3
2021-11-08 09:44:56.043	K0052707	2.86	78.06928898	1065.66	23.4	81.5
2021-11-08 10:31:09.030	K0052709	2.61	78.15767351	1065.87	26.55	72.1
2021-11-11 07:54:35.183	K0052717	2.463	78.0474701	1066.02	27.28	107.4
2021-11-11 09:53:57.360	K0052716	2.79	78.40683634	1065.93	24.24	89.4
2021-11-11 10:39:05.760	K0052713	2.74	78.09387837	1065.91	22.85	88.3
2021-11-11 12:13:23.257	K0052711	2.81	78.0753955	1065.94	24.93	84.3
2021-11-11 13:55:25.583	K0052715	2.63	78.04439346	1065.9	18.6	76
2021-11-12 08:47:35.360	K0052718	2.722	78.10152199	1065.8	22.2	80.7
2021-11-12 10:25:06.100	K0052714	2.15	77.96256238	1065.96	22.05	79
2021-11-15 11:28:55.070	K0052736	2.86	77.92924794	1065.87	25.52	74.8
2021-11-15 16:14:00.537	K0052735	3	78.05448672	1065.87	25.43	79
2021-11-16 12:14:06.653	K0052724	2.89	78.03849197	1065.87	24.99	75.8
2021-11-16 13:57:28.457	K0052729	2.63	78.11268206	1065.82	24.73	74.8
2021-11-17 08:52:22.310	K0052727	3.002	78.02478735	1065.86	21.52	71.9
2021-11-17 14:38:03.130	K0052726	2.84	78.09093192	1065.82	19.64	76.8
2021-11-18 14:10:10.947	K0052719	2.87	78.00877579	1065.94	24.56	80.3
2021-11-19 09:56:12.107	K0052728	2.69	78.08438005	1065.93	18.85	82.9
2021-11-19 11:01:06.653	K0052721	-0.00626	77.99675781	1065.99	22.16	78.6
2021-11-19 11:56:23.043	K0052722	3.1	78.08133641	1065.93	22.21	83.7
2021-11-19 13:49:12.430	K0052730	2.97	78.10313139	1065.88	23.43	80.8
2021-11-22 10:50:42.647	K0052723	3.14	78.02595686	1066.03	25.67	84.2
2021-11-22 11:46:57.850	K0052737	3.83	78.05553914	1065.82	20.94	70.8
2021-11-22 13:31:52.903	K0052738	2.75	78.05424777	1065.93	31.39	81.8
2021-11-22 15:10:18.297	K0058113	2.85	78.06128134	1065.94	22.38	83.2
2021-11-23 08:55:14.467	K0058114	3.028	78.06067271	1065.8	21.7	81.3
2021-11-23 09:53:26.530	K0058112	2.99	78.14141749	1065.81	19.93	92
2021-11-23 10:47:29.083	K0058111	-0.0112	78.07904671	1066.05	21.75	89.2
2021-11-23 12:02:36.760	K0052732	2.96	78.04518544	1065.67	20.73	71.7
2021-11-23 13:32:47.427	K0052731	2.81	78.09303847	1065.7	25.55	75
2021-11-23 14:30:32.343	K0052733	2.9	78.0814003	1065.55	20.29	81.9
2021-11-23 15:06:38.950	K0052734	2.82	78.11811884	1065.79	21.12	82.9
2021-11-24 09:23:29.980	K0058125	2.81	78.02476493	1065.97	19.3	77.1
2021-11-25 07:50:13.020	K0058124	2.95	78.22443661	1065.63	23.03	72.8
2021-11-25 08:55:06.877	K0058126	2.88	78.14812494	1065.89	22.75	85.4
2021-11-26 09:30:45.607	K0058115	2.96	78.20487835	1065.89	21.65	82.2
2021-11-26 10:30:10.423	K0058116	2.94	78.10247975	1065.53	20.66	83
2021-11-26 11:04:18.603	K0058118	2.89	78.20074999	1065.63	21.22	88
2021-11-26 11:27:01.507	K0058117	2.76	78.11823335	1065.61	19.48	74.4
2021-11-26 11:49:58.597	K0058128	2.81	78.12272977	1065.85	27.73	79.5
2021-11-26 14:38:48.887	K0058133	2.5334	78.05656862	1066.06	22.52	88.1
2021-11-29 09:43:43.153	K0058134	2.7	78.03894476	1066.08	22.12	75.8
2021-11-29 11:51:06.653	K0058137	2.3572	77.94218619	1065.6	28.93	90.7
2021-11-29 12:05:59.480	K0058132	2.68	77.99494474	1065.74	22.9	75.8
2021-11-29 13:54:54.063	K0058136	3.122	77.94851337	1065.76	23.52	73.9
2021-11-29 14:24:43.820	K0058138	2.6	77.90268086	1065.79	19.89	79
2021-11-29 15:40:43.020	K0058139	2.66	77.90603433	1066.08	21.04	70.4
2021-11-29 15:54:28.840	K0058131	2.91	77.88771754	1066	28.67	87.6
2021-11-30 10:38:07.240	K0058142	2.3358	78.12537954	1065.96	21.01	90.5
2021-11-30 11:45:33.180	K0058135	2.6	77.76964788	1065.86	0	83
2021-12-01 14:33:10.680	K0058140	2.43	77.88004153	1066.03	28.33	87.2
2021-12-02 09:55:12.753	K0058129	2.574	77.82500435	1065.78	25.1	78
2021-12-02 10:19:46.327	K0058130	2.57	77.82354866	1066	19.82	79.1
2021-12-02 14:04:51.100	K0058144	2.73	77.8950177	1065.89	24.97	94.9
2021-12-02 15:55:48.860	K0058145	2.88	77.85703732	1065.59	22.57	90.7
2021-12-02 17:09:06.590	K0058143	2.79	77.91350858	1065.88	24.95	75.1
2021-12-03 09:32:51.590	K0058141	2.67	78.05216144	1066.03	21.26	73.4
2021-12-03 10:19:22.330	K0058146	2.72	78.0472103	1065.87	30.02	66.7
2021-12-03 11:05:12.090	K0058122	2.87	78.07870836	1065.76	0	73.7
2021-12-03 12:52:36.233	K0058120	3.23	78.04866374	1065.84	23.07	68.1
2021-12-03 14:10:38.367	K0058121	3.07	77.8197121	1065.84	19.5	72.5
2021-12-03 14:56:09.243	K0058152	2.69	78.02943652	1065.87	21.6	69.5
2021-12-06 11:29:23.857	K0058156	2.76	78.19214722	1065.93	20.2	84.7
2021-12-06 12:41:21.930	K0058151	2.78	77.80808811	1065.92	27.25	94.2
2021-12-06 13:44:18.490	K0058155	2.68	77.83183565	1065.89	25.89	74.5
2021-12-06 15:19:11.580	K0058159	2.97	77.78197473	1065.92	20.54	90.8
2021-12-06 16:44:31.683	K0058150	2.7	77.8884583	1065.91	16.16	70.6
2021-12-07 15:01:50.790	K0058153	2.828	78.05943872	1065.93	21.73	69.6
2021-12-07 15:48:53.813	K0058119	2.66	77.99010889	1066.02	21.84	69
2021-12-07 17:08:47.357	K0058147	2.8	78.07916014	1065.9	28.18	69.8
2021-12-07 17:56:21.543	K0058148	2.74	77.84518633	1065.94	24.4	70.5
2021-12-08 10:40:29.173	K0058149	2.74	77.84223136	1065.83	26.44	72.9
2021-12-08 11:41:59.237	K0058154	2.2078	78.07652443	1065.92	0	73.5
2021-12-09 08:20:14.917	K0058158	2.97	78.16805894	1065.82	29.32	78
2021-12-09 11:05:32.330	K0058160	2.9	77.94273639	1065.93	19.59	83.2
2021-12-09 13:52:05.243	K0058162	0.00038	78.01870244	1065.85	20.02	65.3
2021-12-09 18:56:45.333	K0058161	2.928	77.88748646	1065.96	20.04	77.4
2021-12-09 19:45:18.570	K0060144	2.8	77.95708369	1065.88	18.32	80.3
2021-12-10 10:11:23.087	K0058157	3.002	78.19221367	1065.86	23.99	75.5
2021-12-10 12:58:44.777	K0060143	3.02	77.94433811	1065.87	24.12	73.7
2021-12-10 13:43:14.680	K0060141	2.82	77.82509924	1065.84	27.48	72.6
2021-12-14 15:25:28.430	K0060142	2.82	77.91382665	1065.57	26.9	68.5
2021-12-16 16:20:21.960	K0060163	2.66	77.93590698	1065.94	19.62	74.4
2021-12-16 17:22:43.730	K0060162	2.71	78.08113288	1065.98	18.43	75.1
2021-12-17 11:11:40.717	K0060161	2.67	78.21815363	1065.79	26.67	74.4
2021-12-17 12:00:43.270	K0060164	2.72	77.87998138	1065.92	18.99	74.4
2021-12-17 14:35:13.073	K0060171	2.72	77.9016917	1065.78	26.44	75.5
2021-12-17 15:22:28.487	K0060079	2.89	77.99930289	1065.68	17.98	73.1
2021-12-17 16:17:36.373	K0060078	2.76	77.9260911	1065.62	22.79	73.7
2021-12-20 11:12:35.010	K0060080	2.4954	78.03145827	1065.98	20.81	70.1
2021-12-21 13:11:50.780	K0060200	2.76	78.10561995	1065.82	21.58	71.7
2021-12-28 15:31:08.950	K0060233	2.83	78.090481	1065.83	20.97	73.5
2021-12-29 11:11:45.117	K0060231	2.91	78.13327812	1065.86	28.08	68.4
2021-12-29 14:04:48.583	K0060251	3	78.05117802	1065.52	27.84	70
2021-12-29 15:56:43.447	K0060253	3.07	78.02125652	1065.84	20.68	74.3
2022-01-07 09:10:23.923	K0060252	3.01	77.96941376	1065.96	22.23	71.5
2022-01-07 13:10:06.503	K0060810	3.03	77.9150761	1065.51	22.68	75.9
2022-01-10 09:53:30.827	K0060232	3	78.007544	1065.46	20.68	80.3
2022-01-11 09:45:40.670	K0060808	2.91	77.94961951	1065.47	26.91	70.7
2022-01-11 10:58:23.453	K0060809	2.96	78.02595117	1065.81	28.06	75.7
2022-01-11 13:25:33.250	K0060941	2.94	77.982082	1065.51	31.81	82.1
2022-01-12 14:38:34.173	K0061387	3.15	78.06861362	1065.45	18.53	73.1
2022-01-13 11:55:15.560	K0061389	3.184	77.97441023	1065.42	21.57	74.6
2022-01-13 12:08:24.313	K0061386	3.46	78.03290879	1065.56	30.53	82.9
2022-01-13 12:48:05.370	K0061388	2.505	77.86919843	1065.57	22.72	76.3
2022-01-13 14:18:06.543	K0061430	2.98	77.90793668	1065.48	19.26	68.7
2022-01-14 11:57:54.413	K0061463	2.79	77.97758041	1065.56	19.06	91.6
2022-01-14 13:30:03.640	K0061461	2.96	78.01289496	1065.82	22.46	78.8
2022-01-17 09:26:43.687	K0061462	2.86	77.99109699	1065.82	29.56	70.6
2022-01-17 10:33:57.643	K0061467	3.12	78.04665532	1065.55	0	72.3
2022-01-18 09:01:17.703	K0061464	2.936	78.07186153	1065.85	20.65	83
2022-01-18 09:51:29.613	K0061466	3.01	78.08512751	1065.82	22.38	80.6
2022-01-18 13:44:31.180	K0061528	2.94	9.91E+31	1065.92	24.01	77.7
2022-01-19 07:49:12.300	K0061529	3.22	78.08604694	1065.78	24.49	74.9
2022-01-19 09:31:42.827	K0061526	3.16	78.03020632	1065.54	25.52	72.5
2022-01-19 10:44:07.467	K0061527	3.04	77.98145298	1065.91	19.99	72
2022-01-24 12:20:24.470	K0061631	3.17	78.02776815	1065.84	18.87	67.5
2022-01-25 10:48:06.527	K0061600	3.066	78.10358779	1065.88	24.3	83
2022-01-25 13:13:42.627	K0061632	3.05	77.92429369	1065.94	24.26	80.1
2022-01-26 08:21:56.820	K0061633	3.17	77.93241231	1065.88	20.65	71.5
2022-01-27 10:05:01.547	K0061634	2.918	77.98410089	1065.93	21.38	72.4
2022-01-27 12:10:33.787	K0061636	2.82	78.07323526	1066.03	23.11	68.6
2022-01-27 13:02:47.110	K0061635	2.99	78.04555644	1065.89	22.61	69.9
2022-01-27 13:59:38.047	K0061637	-6.00E-05	77.9944858	1065.96	18.18	67.8
2022-02-04 07:46:50.727	K0062767	2.539	77.94419498	1065.7	24.36	72.5
2022-02-04 08:43:34.790	K0062768	2.8	77.93203154	1065.86	22.05	75.5
2022-02-04 09:52:55.937	K0062769	2.7	77.98357	1065.82	18.72	75.5
2022-02-04 10:36:55.910	K0062766	2.98	77.77011271	1066.43	20.79	65.9
2022-02-04 12:59:15.123	K0062851	3	78.07374351	1066.49	22.02	71.3
2022-02-07 08:35:37.603	K0062770	2.788	77.99681515	1066.52	21.38	68.3
2022-02-07 09:49:47.797	K0062852	2.73	78.06301837	1065.95	20.94	72.5
2022-02-07 12:04:41.343	K0062853	2.7	78.01654215	1065.96	23.76	68.7
2022-02-08 12:58:14.527	K0062920	2.77	78.05958276	1065.9	22.04	78.5
2022-02-08 13:33:28.590	K0062931	2.74	77.89348584	1065.83	20.85	76.7
2022-02-08 14:14:41.813	K0062919	2.788	77.94256108	1065.61	26.15	68.3
2022-02-15 09:39:30.033	K0062934	2.688	78.05370909	1065.84	22.23	72.2
2022-02-15 10:24:02.710	K0062935	2.99	78.00959663	1065.86	21.43	73.3
2022-02-15 12:14:50.993	K0062933	0.00282	78.16810903	1065.9	25.58	68.3
2022-02-15 13:27:18.600	K0062936	2.792	78.10906161	1065.54	21.99	67.1
2022-02-16 09:25:52.947	K0063382	2.98	77.98787933	1065.56	23.22	66.9
2022-02-16 10:19:30.083	K0063381	2.85	77.90561819	1065.51	23.36	65.9
2022-02-23 10:20:34.683	K0063383	2.79	78.01985393	1065.51	28.66	64.2
2022-02-23 12:14:38.493	K0063384	2.67	77.97286903	1065.53	28.38	71
2022-02-28 09:11:15.180	K0063566	2.4368	78.00757445	1065.61	20.39	73.2
2022-02-28 12:17:56.037	K0063562	2.4848	78.02728159	1065.61	21.43	77.4
2022-03-01 07:22:59.230	K0063561	2.82	78.00432737	1065.54	22.16	80.7
2022-03-01 10:54:53.857	K0063564	2.63	78.04561337	1065.5	7.3	70.4
2022-03-01 12:29:51.857	K0063565	2.6	77.94026632	1065.51	21.23	62.8
2022-03-01 14:08:07.660	K0063563	2.64	78.06459083	1065.51	19.87	66.5
2022-03-02 07:17:48.570	K0063567	2.88	78.09345812	1065.6	29.62	71.5
2022-03-02 10:05:01.443	K0063568	0.00274	78.02644887	1065.64	22.11	70.9
2022-03-14 13:28:34.003	K0064523	3.22	78.04452388	1065.61	20.25	79.5
2022-03-15 14:04:21.377	K0064522	3	77.97946947	1065.91	22.26	78.4
2022-03-16 07:48:16.383	K0064525	2.77	78.06625042	1065.91	18.5	77.5
2022-03-16 09:12:23.577	K0064810	2.87	77.988414	1065.89	20.56	70
2022-03-16 10:04:28.920	K0064809	3	78.05054072	1065.79	22.04	76.2
2022-03-16 11:42:03.800	K0064821	2.88	78.15932599	1065.48	24.51	73.3
2022-03-16 12:55:56.487	K0064808	3.17	77.95732241	1065.62	19.33	75.6
2022-03-16 14:20:22.150	K0064527	3.03	78.09407235	1065.92	18.07	71.7
2022-03-21 07:42:22.633	K0064526	2.98	78.06079767	1065.88	23.91	71.1
2022-03-21 08:50:42.573	K0064529	2.73	78.0789096	1066.43	25.29	77.8
2022-03-21 09:56:11.447	K0064528	3.17	77.98456109	1065.59	22.48	81
2022-03-21 10:43:24.080	K0065085	2.88	71.99248029	1065.6	18.89	76.4
2022-03-21 13:32:30.787	K0065083	2.88	77.9758647	1065.56	24.24	67.8
2022-03-22 07:52:50.687	K0065084	2.98	77.62177649	1065.63	24.06	66.5
2022-03-22 09:12:50.573	K0065451	2.87	77.8791233	1065.96	26	68.4
2022-03-22 10:01:21.740	K0065453	3.25	78.03403417	1065.82	21.38	71.3
2022-03-22 10:40:44.263	K0065452	3.102	78.08482583	1065.91	17.43	75.2
2022-03-24 08:14:52.090	K0065454	2.79	77.94329466	1065.86	24.06	69.4
2022-03-24 09:34:22.710	K0064524	2.62	78.00777865	1065.95	23.38	65.1
2022-03-30 08:43:38.727	K0065086	2.97	78.08983596	1065.62	20.95	71.2
2022-03-30 10:50:12.580	K0066608	2.67	77.93555119	1066.03	0	74.1
2022-03-30 12:51:40.113	K0066607	2.6	78.05505526	1066.12	22.18	67.9
2022-03-30 14:18:03.750	K0064912	2.86	77.93106259	1065.83	20.93	70.5
2022-03-31 10:37:32.657	K0064629	3.12	77.99802505	1065.67	25.98	72.2
2022-03-31 12:12:47.190	K0064630	3.154	78.15662953	1065.76	0	68.6
2022-03-31 13:33:18.303	K0064721	2.66	77.91425003	1065.89	22.75	65.3
2022-03-31 14:13:44.203	K0064628	3.22	77.91830098	1065.68	19.64	75.7
2022-04-01 12:06:59.253	K0064911	2.716	78.07465375	1065.76	22.91	67.2
2022-04-01 13:04:21.117	K0066609	2.69	78.00160475	1065.73	21.77	82.1
2022-04-04 07:42:11.867	K0066610	2.72	78.06484255	1065.69	21.92	75.2
2022-04-04 09:08:12.383	K0067265	2.84	78.01654345	1065.72	0	88.3
2022-04-29 11:44:22.800	K0067262	2.58	78.02483957	1065.63	19.92	75.7
2022-05-03 06:44:50.167	K0069029	2.65	78.16115444	1065.52	22.25	70.1
2022-05-03 07:48:22.937	K0067263	2.4936	78.02400908	1065.78	20.98	78.4
2022-05-03 09:37:11.403	K0067264	2.71	78.07277101	1065.86	20.05	72.6
2022-05-03 10:51:59.420	K0067269	2.64	78.06009471	1066	20.97	64.8
2022-05-03 12:55:34.123	K0067917	2.792	78.06046209	1065.79	27.41	76.4
2022-05-03 14:58:07.143	K0067914	2.89	78.02664849	1065.58	23.35	68.4
2022-05-04 07:27:07.717	K0068715	3.02	78.01258297	1065.68	19.83	67.6
2022-05-04 08:56:24.033	K0069146	2.968	77.98502909	1066.1	19.85	78.7
2022-05-04 10:53:15.657	K0068716	3	78.04255853	1065.62	21.4	71.7
2022-05-04 12:37:09.737	K0068714	2.77	78.03070084	1065.67	18.67	68.4
2022-05-05 08:21:52.880	K0067916	3.19	78.04702461	1065.67	18.16	80.3
2022-05-05 09:49:33.907	K0067915	0.0008	77.79345764	1065.63	22.67	82.6
2022-05-05 11:52:38.790	K0068717	3.18	78.03338013	1065.97	20.49	68.5
2022-05-06 07:33:21.027	K0069472	2.81	78.05904031	1065.62	17.77	73.2
2022-05-06 09:03:40.450	K0069452	3.12	9.91E+31	1065.93	19.23	69.6
2022-05-09 08:37:45.217	K0069474	2.86	78.009402	1065.94	22.77	65.4
2022-05-09 09:59:16.943	K0069572	3.19	78.07961955	1065.92	34.15	78.5
2022-05-09 10:47:39.663	K0067413	2.76	78.05032484	1065.9	25.87	73.1
2022-05-09 13:32:39.760	K0067412	0.00058	77.98453062	1065.6	21.96	72.9
2022-05-09 14:02:43.600	K0067414	3.01	77.91589105	1065.86	17.15	74.8
2022-05-09 15:52:34.210	K0069576	2.884	77.90728217	1065.66	25.25	71.5
2022-05-17 09:40:16.570	K0070050	2.86	78.00226481	1065.6	25.24	75.7
2022-05-18 10:51:23.927	K0069990	3.06	78.00075588	1065.57	22.39	69.2
2022-05-20 09:36:32.637	K0069930	2.76	78.1040714	1065.57	21	64.7
2022-05-20 12:11:44.903	K0069622	3.06	77.97155274	1065.61	19.95	68.5
2022-05-23 09:17:28.827	K0069615	0.00142	78.09332267	1065.8	21.09	65
2022-05-23 11:57:45.677	K0070138	0.02434	78.090856	1065.58	22.81	64.8
2022-05-24 06:26:25.770	K0070290	3.04	77.91945506	1065.72	24.34	67.2
2022-05-30 12:07:34.500	K0067268	2.65	78.13911896	1065.61	22.28	72.8
2022-05-30 13:28:01.300	K0067411	2.71	78.05528233	1065.77	21.68	71.5
2022-05-31 07:43:37.117	K0071086	3.16	77.94579009	1065.86	19.12	68.8
2022-05-31 09:42:23.903	K0067267	2.89	77.99167317	1065.6	21.86	72.5
2022-05-31 12:51:52.117	K0068248	2.69	78.06984219	1065.86	17.79	66.8
2022-05-31 13:52:25.840	K0068249	2.94	78.0997841	1066.11	22.84	70.6
2022-06-01 07:12:01.113	K0068250	2.72	78.00386462	1065.88	18.16	63.4
2022-06-01 08:24:27.860	K0068321	2.62	77.9133805	1065.58	24.38	72.6
2022-06-02 07:32:43.487	K0071500	2.714	78.01999859	1065.6	26.44	72.2
2022-06-03 07:00:48.943	K0071101	2.56	78.01111493	1065.66	21.81	70.6
2022-06-08 12:39:29.687	K0064719	3.04	78.02003422	1065.61	19.07	75.3
2022-06-08 13:40:07.513	K0064718	2.99	78.18687948	1065.98	23.9	69
2022-06-09 08:38:08.020	K0064720	2.87	77.97480491	1065.89	0	70.6
2022-06-09 09:50:09.090	K0064771	3.03	77.93085716	1065.67	20.08	71
2022-06-09 10:47:50.777	K0070285	3.1	77.95073563	1065.92	23.66	69.8
2022-06-13 12:59:29.573	K0071035	2.97	77.95379336	1066.45	23.07	67.1
2022-06-14 13:38:45.110	K0070788	-0.00016	78.21662528	1065.62	18.65	70.2
2022-06-15 09:36:54.993	K0070897	3.06	78.04547092	1065.7	24.23	63.7
2022-06-16 08:50:10.827	K0069893	2.8	78.0458705	1065.71	25.44	64.6
2022-06-16 09:51:35.520	K0072413	2.92	78.16309593	1065.83	19.31	66.3
2022-06-16 11:56:04.123	K0070111	3.11	78.20771848	1065.6	20.67	66.9
2022-06-16 13:20:25.060	K0072414	2.8	78.07654057	1065.67	0	65.6
2022-06-16 14:52:11.010	K0071511	3.11	77.98917915	1065.85	0	70.4
2022-06-17 07:21:19.770	K0072412	3.04	77.95108644	1065.57	19.1	73.5
2022-06-20 12:21:55.020	K0071090	2.228	78.07560814	1065.59	25.08	77.3
2022-06-21 09:00:35.130	K0071089	2.82	78.01795474	1065.7	25.41	69.4
2022-06-21 13:26:12.993	K0071088	2.92	78.02313364	1066.08	19.02	72.7
2022-06-22 10:54:10.237	K0071087	3.1	77.96768714	1065.63	24.18	74.5
2022-06-22 13:29:26.190	K0072923	2.74	78.02534701	1065.66	20.37	66.6
2022-06-23 13:41:46.313	K0072988	2.68	78.11648069	1065.69	21.14	63.2
2022-06-27 08:29:36.837	K0073113	2.97	78.03687808	1065.6	20.67	69.5
2022-06-27 13:45:13.040	K0073025	2.8	77.58677123	1065.66	20.68	77.1
2022-06-28 09:22:47.817	K0073052	2.58	78.06588807	1065.7	21.56	66.2
2022-06-28 12:13:21.950	K0073022	2.77	77.99636374	1065.73	24.41	67.3
2022-06-30 10:48:05.470	K0068007	2.92	77.97769409	1065.7	22.37	65.7
2022-07-01 09:06:58.367	K0068008	2.948	77.98218367	1065.62	21.8	71.3
2022-07-05 09:25:10.370	K0074031	2.78	77.99695576	1065.62	31.34	65.2
2022-07-05 12:11:24.873	K0074030	2.8	78.16971151	1065.71	21.35	101
2022-07-05 14:36:41.027	K0074027	2.95	77.95017614	1065.65	19.18	70.2
2022-07-06 06:45:32.603	K0074141	2.95	77.93794179	1065.79	19.45	67.7
2022-07-06 08:39:05.413	K0074150	2.79	77.95884565	1065.72	22.3	69.3
2022-07-06 09:10:09.573	K0074035	2.57	78.14456653	1065.65	20.16	69
2022-07-06 10:25:11.957	K0074155	2.82	77.98186328	1065.72	22.29	72.5
2022-07-06 11:53:59.883	K0074182	2.95	78.12072992	1065.6	19.7	69.4
2022-07-07 09:39:39.360	K0074208	3.118	78.11523177	1065.7	19.47	68.5
2022-07-08 11:58:56.913	K0074352	2.87	78.04085651	1065.74	22.07	65.3
2022-07-11 09:33:34.317	K0074431	-0.00018	78.07128147	1065.62	20.81	63.5
2022-07-12 06:50:59.857	K0074183	3.14	78.08984782	1065.64	20.13	65
2022-07-12 07:46:14.720	K0074494	3.08	78.00916078	1065.67	22.34	68.1
2022-07-12 09:09:48.187	K0074496	2.792	77.94010075	1065.62	22.18	68.8
2022-07-12 10:50:56.407	K0074501	3.04	78.05035312	1065.74	22.14	76.8
2022-07-12 12:45:15.040	K0074518	2.93	78.04471923	1065.72	22.59	66
2022-07-13 09:23:14.037	K0074535	2.96	78.02992512	1065.86	23.71	70.1
2022-07-13 10:23:51.777	K0074645	2.96	78.02407874	1065.68	20.59	68.5
2022-07-13 12:50:50.363	K0074640	3.08	78.0251266	1065.6	24.7	72.6
2022-07-14 07:28:37.010	K0074676	2.93	77.97423267	1065.78	22.08	65.8
2022-07-14 08:28:25.760	K0074545	-8.00E-05	77.9543181	1065.63	22.61	69.5
2022-07-14 09:12:16.150	K0074454	2.93	77.95698971	1065.65	21.73	70.8
2022-07-14 15:48:40.733	K0074032	-0.00162	77.87767625	1065.6	26.08	121.1
2022-07-15 10:05:12.947	K0074712	2.978	78.04057199	1065.63	26.4	64.3
2022-07-15 12:23:09.173	K0074689	2.89	77.949956	1066.06	20.33	70.5
2022-07-19 12:29:41.890	K0074777	2.83	77.96275315	1066	0	70.2
2022-07-20 10:14:05.453	K0074688	2.86	77.95076158	1065.9	32.76	73.1
2022-07-21 08:41:14.363	K0074543	2.57	77.97400678	1065.97	27.62	68.3
2022-07-21 13:57:09.157	K0073998	2.75	78.39596509	1065.68	38.17	67.3
2022-07-22 10:20:49.503	K0074775	3	78.02219844	1066.05	28.77	68.2
2022-07-25 09:15:08.327	K0075437	3.07	77.95047722	1065.93	34.49	67.9
2022-07-25 10:04:46.590	K0074778	2.73	78.05211487	1065.74	26.34	69.8
2022-07-25 12:02:30.797	K0074776	3.2	78.23832014	1065.94	20.1	74.4
2022-07-25 13:35:52.503	K0075423	2.73	78.03710024	1065.86	32.96	73.6
2022-07-26 08:33:26.860	K0075542	3.14	77.98038533	1065.88	24.62	73.2
2022-07-28 12:07:54.363	K0075541	2.83	78.09275919	1065.92	29.86	65.1
2022-07-28 14:15:46.997	K0074788	2.94	78.01086804	1065.96	26.77	68.7
2022-07-29 10:04:34.063	K0074789	2.71	78.03680145	1066.52	25.2	68.1
2022-07-29 12:35:16.443	K0075521	3.01	78.06679137	1065.93	21.95	67.1
2022-08-01 07:13:10.457	K0074790	2.9	78.16973756	1065.5	23.3	71.1
2022-08-01 09:34:45.860	K0075448	2.94	77.96612053	1065.79	31.62	65.7
2022-08-01 11:53:55.240	K0074821	2.95	77.97293001	1065.87	30.54	67.6
2022-08-01 14:06:45.350	K0075611	2.77	78.02146683	1066.21	22.9	71.2
2022-08-02 10:21:40.713	K0075693	2.9	77.979127	1065.99	30.22	75.3
2022-08-03 11:45:15.123	K0075666	2.91	77.9534139	1066.04	32.67	72.6
2022-08-03 13:19:33.790	K0075667	2.93	78.00019775	1065.72	29.66	65
2022-08-03 14:31:54.417	K0075733	2.95	78.01691203	1065.62	29.75	70.6
2022-08-04 08:29:45.043	K0075525	3.24	77.97685951	1065.7	27.31	67
2022-08-04 10:38:01.170	K0075727	0.0047	78.04279502	1065.61	28.39	70.7
2022-08-04 12:24:46.180	K0075663	2.85	78.02207992	1065.91	26.62	70.8
2022-08-05 14:12:29.353	K0075522	2.73	78.04442351	1065.68	26.63	65.7
2022-08-08 09:29:27.590	K0075670	2.89	77.99879774	1065.67	24.86	71.7
2022-08-08 10:37:08.577	K0075902	2.942	77.99065902	1065.7	24.7	64.3
2022-08-08 12:36:10.367	K0075868	2.99	78.00919051	1065.93	28.97	76.6
2022-08-08 14:14:00.713	K0075985	2.487	77.96959941	1065.9	24.24	71.1
2022-08-09 07:24:14.000	K0075881	2.96	78.00109722	1065.6	27.51	66.9
2022-08-10 07:33:27.207	K0076078	2.63	78.0404342	1065.72	28.03	66.6
2022-08-10 11:48:38.060	K0075780	2.58	78.00664958	1065.85	26.01	67.8
